country,iso3,year,indicator,value
Philippines,PHL,2019,external_debt_gni,20.3516842117646
Philippines,PHL,2020,external_debt_gni,25.3116389229833
Philippines,PHL,2021,external_debt_gni,26.1303951987477
Philippines,PHL,2022,external_debt_gni,25.875290276635
Philippines,PHL,2023,external_debt_gni,25.6668725797068
Philippines,PHL,2024,external_debt_gni,26.2604550502335
Philippines,PHL,2019,gdp_growth,6.11852566221303
Philippines,PHL,2020,gdp_growth,-9.51829474045297
Philippines,PHL,2021,gdp_growth,5.71473313185116
Philippines,PHL,2022,gdp_growth,7.58098212785563
Philippines,PHL,2023,gdp_growth,5.51894967856043
Philippines,PHL,2024,gdp_growth,5.71474526128652
Philippines,PHL,2025,gdp_growth,4.40240158710621
Philippines,PHL,2019,inflation,2.39206534422404
Philippines,PHL,2020,inflation,2.3931623931624
Philippines,PHL,2021,inflation,3.92718022100332
Philippines,PHL,2022,inflation,5.82115811213955
Philippines,PHL,2023,inflation,5.97802515541409
Philippines,PHL,2024,inflation,3.21260487006347
Philippines,PHL,2025,inflation,1.6587364525509
Philippines,PHL,2019,reserves_months,7.72024557926384
Philippines,PHL,2020,reserves_months,12.2854455443743
Philippines,PHL,2021,reserves_months,9.66180966264431
Philippines,PHL,2022,reserves_months,7.17102711134574
Philippines,PHL,2023,reserves_months,7.61565817073656
Philippines,PHL,2024,reserves_months,7.34350984657376
Philippines,PHL,2025,reserves_months,7.33206019042327
Poland,POL,2019,current_account,-0.272945793712772
Poland,POL,2020,current_account,2.39835922164097
Poland,POL,2021,current_account,-1.30156521580162
Poland,POL,2022,current_account,-2.27455866454271
Poland,POL,2023,current_account,1.53683077845046
Poland,POL,2024,current_account,0.30454349270969
Poland,POL,2025,current_account,-0.874270577338915
Poland,POL,2019,gdp_growth,4.58045817256199
Poland,POL,2020,gdp_growth,-2.03556882399977
Poland,POL,2021,gdp_growth,6.92718266052501
Poland,POL,2022,gdp_growth,5.25545697386036
Poland,POL,2023,gdp_growth,0.249610834017872
Poland,POL,2024,gdp_growth,3.02841630700273
Poland,POL,2025,gdp_growth,3.5727250346774
Poland,POL,2019,inflation,2.22747880938291
Poland,POL,2020,inflation,3.37446972618589
Poland,POL,2021,inflation,5.05502704719272
Poland,POL,2022,inflation,14.4294507575758
Poland,POL,2023,inflation,11.5289127961105
Poland,POL,2024,inflation,3.79060897630197
Poland,POL,2025,inflation,3.81419531520146
Poland,POL,2019,reserves_months,4.60331314972597
Poland,POL,2020,reserves_months,5.76793469149636
Poland,POL,2021,reserves_months,4.78077058564326
Poland,POL,2022,reserves_months,4.25614570821665
Poland,POL,2023,reserves_months,4.85461481369942
Poland,POL,2024,reserves_months,5.36718824327154
Poland,POL,2025,reserves_months,5.86929668938286
Rwanda,RWA,2019,current_account,-11.7010514056445
Rwanda,RWA,2020,current_account,-11.7050024980473
Rwanda,RWA,2021,current_account,-10.7463785818259
Rwanda,RWA,2022,current_account,-9.07221418802756
Rwanda,RWA,2023,current_account,-11.1249965993558
Rwanda,RWA,2024,current_account,-11.9618864449723
Rwanda,RWA,2019,external_debt_gni,65.1410718001911
Rwanda,RWA,2020,external_debt_gni,82.4503892484163
Rwanda,RWA,2021,external_debt_gni,85.8558898695688
Rwanda,RWA,2022,external_debt_gni,74.3314388443279
Rwanda,RWA,2023,external_debt_gni,81.0157835253365
Rwanda,RWA,2024,external_debt_gni,93.8824280218587
Rwanda,RWA,2019,gdp_growth,9.28613387454543
Rwanda,RWA,2020,gdp_growth,-2.77710485515125
Rwanda,RWA,2021,gdp_growth,8.41140448646523
Rwanda,RWA,2022,gdp_growth,9.82497394651698
Rwanda,RWA,2023,gdp_growth,8.55964292914153
Rwanda,RWA,2024,gdp_growth,7.22717103344534
Rwanda,RWA,2025,gdp_growth,9.37579834182446
Rwanda,RWA,2019,inflation,3.34787655037648
Rwanda,RWA,2020,inflation,9.85039902274207
Rwanda,RWA,2021,inflation,-0.391346748300791
Rwanda,RWA,2022,inflation,17.6892095588153
Rwanda,RWA,2023,inflation,19.789546746467
Rwanda,RWA,2024,inflation,1.77029240198635
Rwanda,RWA,2025,inflation,5.913000168826
Rwanda,RWA,2019,reserves_months,4.30465520036574
Rwanda,RWA,2020,reserves_months,5.44665496518955
Rwanda,RWA,2021,reserves_months,5.47318132745182
Rwanda,RWA,2022,reserves_months,3.93246331445544
Rwanda,RWA,2023,reserves_months,3.60403578270489
Rwanda,RWA,2024,reserves_months,4.18468259139653
Saudi Arabia,SAU,2019,current_account,3.64484004485364
Saudi Arabia,SAU,2020,current_account,-4.51692116727614
Saudi Arabia,SAU,2021,current_account,4.5697627196532
Saudi Arabia,SAU,2022,current_account,11.7294510759777
Saudi Arabia,SAU,2023,current_account,2.12936729495784
Saudi Arabia,SAU,2024,current_account,-1.29603148573183
Saudi Arabia,SAU,2025,current_account,-2.56365940191401
Saudi Arabia,SAU,2019,gdp_growth,1.65158925617395
Saudi Arabia,SAU,2020,gdp_growth,-3.80478901996312
Saudi Arabia,SAU,2021,gdp_growth,6.51959698325419
Saudi Arabia,SAU,2022,gdp_growth,12.0005874752929
Saudi Arabia,SAU,2023,gdp_growth,0.542592439393161
Saudi Arabia,SAU,2024,gdp_growth,2.64893068308965
Saudi Arabia,SAU,2025,gdp_growth,4.50246560191663
Saudi Arabia,SAU,2019,inflation,-1.19298644533328
Saudi Arabia,SAU,2020,inflation,3.37234961012303
Saudi Arabia,SAU,2021,inflation,3.06328988941548
Saudi Arabia,SAU,2022,inflation,2.47407371925372
Saudi Arabia,SAU,2023,inflation,2.32708518362706
Saudi Arabia,SAU,2024,inflation,1.68792112375809
Saudi Arabia,SAU,2025,inflation,2.08420853585036
Saudi Arabia,SAU,2019,reserves_months,25.5992015113689
Saudi Arabia,SAU,2020,reserves_months,27.83499765841
Saudi Arabia,SAU,2021,reserves_months,25.1183969265183
Saudi Arabia,SAU,2022,reserves_months,20.0230345579448
Saudi Arabia,SAU,2023,reserves_months,16.5690894253073
Saudi Arabia,SAU,2024,reserves_months,15.0571337423468
Saudi Arabia,SAU,2025,reserves_months,15.5945460088131
South Africa,ZAF,2019,current_account,-2.6199906748304
South Africa,ZAF,2020,current_account,2.00352275153333
South Africa,ZAF,2021,current_account,3.7724136934501
South Africa,ZAF,2022,current_account,-0.296182598127432
South Africa,ZAF,2023,current_account,-1.10356312207881
South Africa,ZAF,2024,current_account,-0.64279979707505
South Africa,ZAF,2025,current_account,-0.422766754018983
South Africa,ZAF,2019,external_debt_gni,50.2481328155576
South Africa,ZAF,2020,external_debt_gni,52.7841323729174
South Africa,ZAF,2021,external_debt_gni,41.0418957615734
South Africa,ZAF,2022,external_debt_gni,43.0995184381018
South Africa,ZAF,2023,external_debt_gni,44.1610440626778
South Africa,ZAF,2024,external_debt_gni,44.8309798829996
South Africa,ZAF,2019,gdp_growth,0.25993557687633
South Africa,ZAF,2020,gdp_growth,-6.1689177146757
South Africa,ZAF,2021,gdp_growth,4.85864865060148
South Africa,ZAF,2022,gdp_growth,2.05813661692193
South Africa,ZAF,2023,gdp_growth,0.80610455095804
South Africa,ZAF,2024,gdp_growth,0.534843531905139
South Africa,ZAF,2025,gdp_growth,1.11462608103956
South Africa,ZAF,2019,inflation,4.10285075461156
South Africa,ZAF,2020,inflation,3.23238831615113
South Africa,ZAF,2021,inflation,4.61874544887136
South Africa,ZAF,2022,inflation,7.03987272546482
South Africa,ZAF,2023,inflation,6.0752438457966
South Africa,ZAF,2024,inflation,4.36115246518962
South Africa,ZAF,2025,inflation,3.20550474112603
South Africa,ZAF,2019,reserves_months,5.40690081512174
South Africa,ZAF,2020,reserves_months,7.12354295570034
South Africa,ZAF,2021,reserves_months,5.56291275582496
South Africa,ZAF,2022,reserves_months,4.91388463271698
South Africa,ZAF,2023,reserves_months,5.33074985880917
South Africa,ZAF,2024,reserves_months,5.67102712164407
South Africa,ZAF,2025,reserves_months,6.22465629934582
Turkiye,TUR,2019,current_account,1.9351600379275
Turkiye,TUR,2020,current_account,-4.22284721473811
Turkiye,TUR,2021,current_account,-0.74064931592423
Turkiye,TUR,2022,current_account,-4.99763806227356
Turkiye,TUR,2023,current_account,-3.63367003503212
Turkiye,TUR,2024,current_account,-0.766008235540632
Turkiye,TUR,2019,external_debt_gni,55.3071524639806
Turkiye,TUR,2020,external_debt_gni,60.3150906136416
Turkiye,TUR,2021,external_debt_gni,53.7425891882514
Turkiye,TUR,2022,external_debt_gni,50.758322367613
Turkiye,TUR,2023,external_debt_gni,45.157151097837
Turkiye,TUR,2024,external_debt_gni,39.3880494718611
Turkiye,TUR,2019,gdp_growth,1.30162365464503
Turkiye,TUR,2020,gdp_growth,1.80306247087255
Turkiye,TUR,2021,gdp_growth,11.811094450607
Turkiye,TUR,2022,gdp_growth,5.44122511322401
Turkiye,TUR,2023,gdp_growth,5.04512369812289
Turkiye,TUR,2024,gdp_growth,3.3276230893799
Turkiye,TUR,2025,gdp_growth,3.60462514082589
Turkiye,TUR,2019,inflation,15.1768215720022
Turkiye,TUR,2020,inflation,12.2789574462574
Turkiye,TUR,2021,inflation,19.5964926913324
Turkiye,TUR,2022,inflation,72.3088359891207
Turkiye,TUR,2023,inflation,53.8594087593315
Turkiye,TUR,2024,inflation,58.5064507300342
Turkiye,TUR,2025,inflation,34.8811629820306
Turkiye,TUR,2019,reserves_months,5.18429649280588
Turkiye,TUR,2020,reserves_months,4.62292551551256
Turkiye,TUR,2021,reserves_months,4.45898866581647
Turkiye,TUR,2022,reserves_months,3.88032643940638
Turkiye,TUR,2023,reserves_months,4.15773246137926
Turkiye,TUR,2024,reserves_months,4.72961263910876
Viet Nam,VNM,2019,current_account,3.91824395534243
Viet Nam,VNM,2020,current_account,4.34486906553373
Viet Nam,VNM,2021,current_account,-1.26284279203588
Viet Nam,VNM,2022,current_account,0.339101746979362
Viet Nam,VNM,2023,current_account,5.94575853346696
Viet Nam,VNM,2024,current_account,6.33496605552948
Viet Nam,VNM,2019,external_debt_gni,38.5732191379908
Viet Nam,VNM,2020,external_debt_gni,39.0234679461042
Viet Nam,VNM,2021,external_debt_gni,40.2192163533687
Viet Nam,VNM,2022,external_debt_gni,37.2580281492659
Viet Nam,VNM,2023,external_debt_gni,34.4790753177648
Viet Nam,VNM,2024,external_debt_gni,28.849298110528
Viet Nam,VNM,2019,gdp_growth,7.35926270105006
Viet Nam,VNM,2020,gdp_growth,2.86541320912272
Viet Nam,VNM,2021,gdp_growth,2.55372852648131
Viet Nam,VNM,2022,gdp_growth,8.53750041218142
Viet Nam,VNM,2023,gdp_growth,4.97865959483225
Viet Nam,VNM,2024,gdp_growth,7.03955197123018
Viet Nam,VNM,2025,gdp_growth,8.01882998978245
Viet Nam,VNM,2019,inflation,2.79582367452244
Viet Nam,VNM,2020,inflation,3.22093436652515
Viet Nam,VNM,2021,inflation,1.83471554810462
Viet Nam,VNM,2022,inflation,3.15650749963112
Viet Nam,VNM,2023,inflation,3.25289282667662
Viet Nam,VNM,2024,inflation,3.62109273885844
Viet Nam,VNM,2025,inflation,3.3099931421974
Viet Nam,VNM,2019,reserves_months,3.36679352940087
Viet Nam,VNM,2020,reserves_months,3.9782956088746
Viet Nam,VNM,2021,reserves_months,3.68607429495755
Viet Nam,VNM,2022,reserves_months,2.65055544761863
Viet Nam,VNM,2023,reserves_months,3.01759407672039
Viet Nam,VNM,2024,reserves_months,2.37407817485002
